Title,Release Year,Date added,Genre,Type,PG,Original,Rating,Platform
The Invisible Guest,2016,2017,-,Movie,TV-14,False,-,-
The Oath,2011,2017,"Action,Adventure,Animation",TV Show,TV-PG,False,8.7,-
The Truth Seekers,2016,2017,Action,TV Show,TV-14,False,7.5,Netflix
The Ultimatum,2009,2017,"Documentary,News",TV Show,TV-14,False,7.0,Netflix
Tik Tok,2016,2017,-,Movie,TV-MA,False,-,-
Waar,2013,2017,"Action,Crime,Drama",Movie,TV-MA,False,8.0,-
World at Your Feet,2014,2017,-,TV Show,TV-PG,False,-,-
Wrong No.,2015,2017,"Comedy,Romance",Movie,TV-14,False,6.7,-
Yaar Gaddar,1994,2017,"Action,Drama",Movie,TV-14,False,4.4,-
Yes We Can!,2014,2017,-,TV Show,TV-PG,False,-,-
Yours Fatefully,2012,2017,Comedy,TV Show,TV-PG,False,6.5,Netflix
Zipi & Zape y la Isla del Capitan,2016,2017,-,Movie,TV-PG,False,-,-
Deep,2016,2016,Action,TV Show,TV-MA,False,7.0,-
Exit Afghanistan,2013,2016,Documentary,Movie,TV-MA,False,6.3,-
Happyish,2015,2016,"Comedy,Drama",TV Show,TV-MA,False,7.3,-
Jim Jefferies: Freedumb,2016,2016,"Comedy,Documentary",Movie,TV-MA,False,7.7,-
King Jack,2015,2016,"Adventure,Drama",Movie,NR,False,7.0,-
Limitless,2016,2016,Documentary,TV Show,TV-14,False,7.0,Netflix
Operation Proposal,2012,2016,"Comedy,Fantasy,Romance",TV Show,TV-PG,False,6.9,Netflix
Road to Yesterday,2015,2016,"Drama,Romance,Thriller",Movie,NR,False,6.2,-
Stealing History,2006,2016,Documentary,Movie,TV-PG,False,6.7,-
Suicide (Hitabdut),2014,2016,-,Movie,NR,False,-,-
The Future of Water,2007,2016,Documentary,TV Show,TV-PG,False,7.6,Netflix
X: Past Is Present,2015,2016,"Drama,Mystery,Romance",Movie,NR,False,5.5,-
You Carry Me,2015,2016,-,Movie,NR,False,-,-
Bulletproof 2,2020,2020,-,Movie,TV-MA,False,-,-
Speed Is My Need,2019,2020,-,Movie,TV-14,False,-,-
GODZILLA The Planet Eater,2018,2019,-,Movie,TV-14,False,-,-
Next Enti?,2018,2019,"Comedy,Drama,Romance",Movie,TV-14,False,4.8,-
Solo: A Star Wars Story,2018,2019,Documentary,Movie,PG-13,False,7.6,-
Solo: A Star Wars Story (Spanish Version),2018,2019,-,Movie,PG-13,False,-,-
The Monster,2016,2019,"Horror,Short",Movie,R,False,7.8,-
Alien Contact: Outer Space,2017,2018,Documentary,Movie,TV-PG,False,3.9,-
The House Next Door,2017,2018,Horror,Movie,TV-14,False,6.8,-
Cheer,2020,2020,Reality-TV,TV Show,TV-MA,True,8.0,Netflix
Kurt & Courtney,1998,2019,"Crime,Documentary,Music",Movie,R,False,6.1,-
The Conjuring,2013,2018,Comedy,Movie,R,False,7.2,-
Tundukkan Playboy Itu,2016,2018,-,TV Show,TV-14,False,-,-
Tom Segura: Mostly Stories,2016,2016,"Comedy,Documentary",Movie,TV-MA,False,7.5,-
A Ghost Story,2017,2020,"Drama,Fantasy,Romance",Movie,R,False,6.8,-
"Live Twice, Love Once",2020,2020,-,Movie,TV-MA,True,-,-
The Tourist,2010,2020,"Comedy,Drama,Short",Movie,PG-13,False,8.9,-
Catwalk: Tales from the Cat Show Circuit,2018,2019,Documentary,Movie,TV-PG,False,6.4,-
Komola Rocket,2018,2019,Drama,Movie,TV-14,False,7.4,-
Pahuna,2018,2019,-,Movie,TV-PG,False,-,-
Miss Sharon Jones!,2015,2017,"Documentary,Music",Movie,TV-MA,False,7.2,-
Under the Shadow,2016,2017,"Drama,Horror,Thriller",Movie,PG-13,False,6.9,-
House of Z,2016,2018,Documentary,Movie,TV-14,False,6.9,-
Coin Heist,2017,2017,"Crime,Drama,Romance",Movie,TV-14,True,4.8,-
Growing Up Coy,2016,2017,Documentary,Movie,TV-PG,False,5.6,-
LEGO: Marvel Super Heroes: Maximum Overload,2013,2017,-,Movie,TV-Y7-FV,False,-,-
Rustom,2016,2017,"Crime,Drama,Thriller",Movie,TV-14,False,7.1,-
3 Heroines,2016,2019,-,Movie,TV-PG,False,-,-
5 Cowok Jagoan,2017,2019,-,Movie,TV-MA,False,-,-
Chaotic Love Poems,2016,2019,-,Movie,TV-14,False,-,-
Love You... Love You Not,2015,2019,"Comedy,Drama,Romance",Movie,TV-14,False,5.2,-
Mara,2017,2019,"Drama,Short",Movie,TV-MA,False,6.1,-
Nang Nak,1999,2019,"Horror,Romance,War",Movie,TV-14,False,6.5,-
Soekarno,2013,2019,-,Movie,TV-MA,False,-,-
Before I Wake,2016,2018,"Drama,Fantasy,Horror",Movie,PG-13,True,6.2,-
Devilman Crybaby,2018,2018,-,TV Show,TV-MA,True,-,Netflix
Don Quixote: The Ingenious Gentleman of La Mancha,2015,2018,-,Movie,TV-14,False,-,-
Back and Forth,2016,2017,Short,Movie,NR,False,8.1,-
Kraftidioten,2014,2017,"Action,Crime,Drama",Movie,TV-MA,False,7.2,-
Rampage: President Down,2016,2017,"Action,Crime,Thriller",Movie,TV-MA,False,4.8,-
Dracula,2020,2020,"Horror,Short,Thriller",TV Show,TV-14,False,6.7,Netflix
Go! Go! Cory Carson,2020,2020,-,TV Show,TV-Y,False,-,Netflix
And Breathe Normally,2018,2019,-,Movie,TV-14,True,-,-
Case Closed,2015,2019,"Action,Drama",TV Show,TV-14,False,7.7,Netflix
El Potro: Unstoppable,2018,2019,-,Movie,TV-MA,True,-,-
Lionheart,2018,2019,Comedy,Movie,TV-PG,True,5.6,-
See You in Time,2017,2019,-,TV Show,TV-14,False,-,-
Marvel's Hulk: Where Monsters Dwell,2016,2017,-,Movie,PG,False,-,-
Agatha and the Truth of Murder,2018,2019,"Crime,Drama,Mystery",Movie,TV-14,False,6.3,-
Crime Time,2017,2019,"Adventure,Animation,Comedy",TV Show,TV-MA,False,7.0,Netflix
Hantu Kak Limah,2018,2019,"Comedy,Horror",Movie,TV-14,False,6.6,-
I Dream Of Dance,2017,2019,-,Movie,TV-PG,False,-,-
Love Off the Cuff,2017,2019,-,Movie,TV-MA,False,-,-
Paprika,2018,2019,Comedy,TV Show,TV-Y,False,6.1,-
The Gentleman Driver,2018,2019,Documentary,Movie,TV-MA,False,6.3,-
The Hundred-Foot Journey,2014,2019,"Comedy,Drama",Movie,PG,False,7.3,-
Expedition Happiness,2017,2018,Documentary,Movie,TV-PG,False,5.9,-
Bill Burr: Walk Your Way Out,2017,2017,Comedy,Movie,TV-MA,False,7.2,-
Semana Santa,2015,2017,Drama,Movie,NR,False,6.1,-
Maharaja: The Story of Ranjit Singh,2010,2019,-,Movie,TV-14,False,-,-
Sat Sri Akal,2008,2019,"Drama,Family,Romance",Movie,TV-PG,False,5.5,-
Swiss Army Man,2016,2019,"Comedy,Drama,Fantasy",Movie,R,False,7.0,-
The Incredibles 2,2018,2019,Comedy,Movie,PG,False,7.2,-
The Longshots,2008,2019,"Biography,Comedy,Drama",Movie,PG,False,5.3,-
Virsa,2010,2019,Drama,Movie,TV-14,False,5.8,-
Jerry Seinfeld: I'm Telling You for the Last Time,1998,2018,-,Movie,TV-G,False,-,-
Monster High: Freaky Fusion,2014,2018,Animation,Movie,TV-Y7,False,6.8,-
Retribution,2016,2018,Short,TV Show,TV-MA,False,5.3,-
The Lady in Dignity,2017,2018,-,TV Show,TV-MA,False,-,-
All the Freckles in the World,2020,2020,-,Movie,TV-14,True,-,-
Deewangee,2002,2020,"Crime,Drama,Mystery",Movie,TV-MA,False,6.6,-
Ferris Bueller's Day Off,1986,2020,Comedy,Movie,PG-13,False,7.8,-
Occupation,2018,2019,"Action,Drama,Sci-Fi",Movie,R,False,5.4,-
Pope Francis: A Man of His Word,2018,2019,"Biography,Documentary",Movie,PG,False,5.9,-
Jen Kirkman: Just Keep Livin’?,2017,2017,-,Movie,TV-MA,False,-,-
Ant-Man and the Wasp,2018,2019,"Comedy,Talk-Show",Movie,PG-13,False,6.4,-
Bhasmasur,2017,2019,Drama,Movie,TV-14,False,7.0,-
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,2019,"Comedy,Documentary",Movie,TV-14,False,7.2,-
High Society,2018,2019,Reality-TV,Movie,TV-MA,True,7.3,-
Inside the Mossad,2017,2019,-,TV Show,TV-14,False,-,-
Up Among  The Stars,2018,2019,-,Movie,TV-MA,False,-,-
Holy Camp!,2017,2018,-,Movie,TV-14,False,-,-
Hostages,2017,2018,Thriller,Movie,TV-MA,False,6.8,-
Patient Seventeen,2017,2018,"Documentary,Mystery",Movie,TV-14,False,3.5,-
The Force,2017,2018,Comedy,Movie,TV-MA,False,8.3,-
Journey to Greenland,2016,2017,-,Movie,TV-14,True,-,-
Alt-Right: Age of Rage,2018,2019,Documentary,Movie,TV-MA,False,5.8,-
Habibie & Ainun,2012,2019,"Biography,Drama,Romance",Movie,TV-14,False,7.6,-
Nathicharami,2018,2019,Drama,Movie,TV-14,False,7.1,-
Rudy Habibie,2016,2019,-,Movie,TV-14,False,-,-
Surga Yang Tak Dirindukan,2015,2019,Drama,Movie,TV-14,False,8.0,-
Surga Yang Tak Dirindukan 2,2017,2019,Drama,Movie,TV-14,False,7.2,-
Frozen Planet,2011,2016,"Adventure,Reality-TV",TV Show,TV-PG,False,7.7,Netflix
Frozen Planet: On Thin Ice,2011,2016,Documentary,Movie,TV-PG,False,6.5,-
Frozen Planet: The Epic Journey,2011,2016,-,Movie,TV-PG,False,-,-
The Making of Frozen Planet,2012,2016,-,TV Show,TV-PG,False,-,-
A Taiwanese Tale of Two Cities,2018,2019,Drama,TV Show,TV-MA,False,6.1,Netflix
IBOY,2017,2017,-,Movie,TV-MA,False,-,-
Juana Inés,2016,2017,"Biography,History",TV Show,TV-14,False,7.6,Netflix
Shadow of Truth,2016,2017,"Crime,Documentary",TV Show,TV-MA,False,8.1,Netflix
Biggie & Tupac,2002,2019,-,Movie,R,False,-,-
Goyo: The Boy General,2018,2019,-,Movie,TV-MA,True,-,-
A Futile and Stupid Gesture,2018,2018,"Biography,Comedy",Movie,TV-MA,True,6.8,-
Dirty Money,2018,2018,Documentary,TV Show,TV-14,True,8.1,Netflix
Fakkah Fuzz: Almost Banned,2018,2018,Comedy,Movie,TV-MA,False,4.5,-
Mau Nieto: Viviendo sobrio… desde el bar,2018,2018,-,Movie,TV-MA,False,-,-
Mune: Guardian of the Moon,2014,2018,-,Movie,PG,False,-,-
Sebastián Marcelo Wainraich,2018,2018,Comedy,Movie,TV-MA,False,6.2,-
13TH: A Conversation with Oprah Winfrey & Ava DuVernay,2017,2017,-,Movie,,False,-,-
Animas,2018,2019,-,Movie,TV-MA,True,-,-
Black Earth Rising,2018,2019,Thriller,TV Show,TV-MA,False,7.4,Netflix
Examination of Conscience,2019,2019,-,TV Show,TV-MA,True,-,Netflix
Kingdom,2019,2019,"Animation,Comedy,Drama",TV Show,TV-MA,True,8.7,Netflix
Mi Obra Maestra,2018,2019,-,Movie,TV-MA,False,-,-
Polar,2019,2019,"Comedy,Drama",Movie,TV-MA,True,8.2,-
The Perfect Match,2017,2019,Romance,TV Show,TV-14,False,8.2,-
Acts of Vengeance,2017,2018,"Action,Drama,Thriller",Movie,R,False,5.7,-
O Silêncio do Céu,2016,2017,"Drama,Horror,Thriller",Movie,TV-MA,False,6.5,-
Conversations with a Killer: The Ted Bundy Tapes,2019,2019,"Crime,Documentary,History",TV Show,TV-MA,True,7.8,Prime
Hotel Transylvania 3: Summer Vacation,2018,2019,"Comedy,Talk-Show",Movie,PG,False,5.7,-
Just Love,2018,2019,-,Movie,TV-MA,False,-,-
Blockbuster,2017,2018,Drama,Movie,TV-MA,True,10.0,-
Prison Playbook,2017,2018,-,TV Show,TV-MA,False,-,Netflix
Ricardo Quevedo: Hay gente así,2018,2018,Comedy,Movie,TV-MA,False,6.5,-
The Good Catholic,2017,2018,"Comedy,Drama",Movie,PG-13,False,5.2,-
Cristela Alonzo: Lower Classy,2017,2017,Comedy,Movie,TV-MA,False,6.3,-
Mitt,2014,2014,"Biography,Documentary,Family",Movie,TV-PG,True,6.9,-
Innocent,2017,2019,Comedy,TV Show,TV-MA,False,9.0,-
Planet 51,2009,2019,"Adventure,Animation,Comedy",Movie,PG,False,6.0,-
Iceman,2014,2018,Documentary,Movie,R,False,6.2,-
My Entire High School Sinking Into the Sea,2016,2018,"Animation,Comedy,Drama",Movie,PG-13,False,6.1,-
Todd Glass: Act Happy,2018,2018,Comedy,Movie,TV-MA,False,5.0,-
Gad Gone Wild,2017,2017,-,Movie,TV-MA,False,-,-
Chelsea Does,2016,2016,Documentary,TV Show,TV-MA,True,7.3,Netflix
Iliza Shlesinger: Freezing Hot,2015,2015,"Comedy,Documentary",Movie,TV-MA,False,6.9,-
Countdown to Death: Pablo Escobar,2017,2018,-,Movie,TV-MA,False,-,-
The Traffickers,2016,2018,Reality-TV,TV Show,TV-MA,False,7.2,-
Where's the Money,2017,2018,Comedy,Movie,R,False,5.1,-
Ricardo O'Farrill Abrazo Genial,2016,2016,-,Movie,TV-MA,False,-,-
Justice,2018,2019,"Crime,Documentary",TV Show,TV-14,False,8.7,-
Love and Hong Kong,2017,2018,-,TV Show,TV-14,False,-,-
Caida del Cielo,2016,2017,-,Movie,NR,False,-,-
Pink,2016,2017,Comedy,Movie,NR,False,7.6,-
Take the 10,2017,2017,Comedy,Movie,TV-MA,True,4.8,-
Half Girlfriend,2017,2020,"Drama,Romance",Movie,TV-PG,False,4.3,-
"Sex, Explained",2020,2020,-,TV Show,TV-MA,True,-,-
Thieves of the Wood,2019,2020,-,TV Show,TV-MA,False,-,Netflix
Déjà Vu,2013,2019,"Action,Comedy,Crime",TV Show,TV-14,False,7.8,-
Monty Python and the Holy Grail,1975,2019,Comedy,Movie,PG,False,5.6,-
Haunters: The Art of the Scare,2017,2018,-,Movie,TV-MA,False,-,-
Mustang Island,2017,2018,Comedy,Movie,TV-14,False,6.0,-
The Jack King Affair,2015,2018,Documentary,Movie,TV-14,False,6.3,-
Auschwitz: Blueprints of Genocide,1994,2019,-,Movie,TV-PG,False,-,-
Harith Iskander: I Told You So,2018,2018,Comedy,Movie,TV-PG,False,4.4,-
Step Sisters,2018,2018,Comedy,Movie,TV-14,True,5.4,-
The Open House,2018,2018,"Animation,Comedy",Movie,TV-MA,True,7.4,-
Good Kids,2016,2017,Drama,Movie,R,False,5.0,-
The Bling Ring,2013,2020,"Biography,Crime,Drama",Movie,R,False,5.6,-
Close,2019,2019,"Action,Thriller",Movie,TV-MA,True,5.6,-
FYRE: The Greatest Party That Never Happened,2019,2019,-,Movie,TV-MA,False,-,-
IO,2019,2019,"Adventure,Drama,Romance",Movie,TV-14,True,4.7,-
Lady-Like,2018,2019,"Comedy,Romance",Movie,NC-17,False,5.7,-
Legends of Strength,2017,2019,\N,TV Show,TV-PG,False,6.5,-
Memory Love,2017,2019,Romance,TV Show,TV-14,False,8.2,Netflix
Old Lord Savanna,2018,2019,-,Movie,TV-PG,False,-,-
Patria,2019,2019,Documentary,Movie,TV-MA,False,7.3,-
Soni,2018,2019,Drama,Movie,TV-MA,True,7.2,-
Strongland,2018,2019,\N,TV Show,TV-PG,False,8.0,-
Trigger Warning with Killer Mike,2019,2019,Documentary,TV Show,TV-MA,True,6.8,Netflix
Bad Day for the Cut,2017,2018,"Crime,Drama,Thriller",Movie,TV-MA,False,6.5,-
Tiempos de guerra,2017,2018,"Drama,War",TV Show,TV-MA,False,7.7,-
Enlighten Us,2016,2017,Documentary,Movie,TV-14,False,6.2,-
A Fall from Grace,2020,2020,Drama,Movie,TV-MA,True,7.9,-
Ares,2020,2020,"Action,Crime,Drama",TV Show,TV-MA,False,8.0,Netflix
Nailed It! Germany,2020,2020,-,TV Show,TV-14,True,-,Netflix
Arango y Sanint: Ríase el show,2018,2018,Comedy,Movie,TV-MA,False,3.9,-
Godzilla,2017,2018,"Action,Adventure,Animation",TV Show,TV-14,False,8.7,-
Neal Brennan: 3 Mics,2017,2017,"Comedy,Documentary",Movie,TV-MA,False,7.9,-
Roger Corman's Death Race 2050,2017,2017,-,Movie,R,False,-,-
Şubat,2013,2017,-,TV Show,TV-14,False,-,-
The Square,2013,2014,"Comedy,Drama",Movie,TV-MA,True,7.2,-
Deadcon,2019,2020,Horror,Movie,TV-MA,False,2.8,-
Get Him to the Greek,2010,2020,"Comedy,Music",Movie,R,False,6.4,-
Handsome Siblings,2020,2020,-,TV Show,TV-14,False,-,Netflix
Hop,2011,2020,"Adventure,Animation,Comedy",Movie,PG,False,5.4,-
Jezebel,2019,2020,Drama,Movie,TV-MA,False,7.5,-
Legend,2015,2020,"Drama,Western",Movie,R,False,7.1,-
NiNoKuni,2019,2020,-,Movie,TV-14,False,-,-
Steve Jobs,2015,2020,"Biography,Documentary",Movie,R,False,8.5,-
Driven to Dance,2018,2019,-,Movie,TV-PG,False,-,-
Skyline,2010,2019,"Action,Sci-Fi,Thriller",Movie,PG-13,False,4.4,-
A Serious Man,2009,2018,"Comedy,Drama",Movie,R,False,7.0,-
Dallas Buyers Club,2013,2018,"Biography,Drama",Movie,R,False,8.0,-
Katt Williams: Great America,2018,2018,Comedy,Movie,TV-MA,False,6.1,-
Flash of Genius,2008,2017,"Biography,Drama",Movie,PG-13,False,7.0,-
The Rezort,2016,2017,"Horror,Sci-Fi,Thriller",Movie,TV-MA,False,5.3,-
Big Fat Liar,2002,2020,Comedy,Movie,PG,False,7.2,-
Bulbul Can Sing,2018,2020,Drama,Movie,TV-14,False,7.4,-
Eye For An Eye,2019,2020,-,Movie,TV-MA,False,-,-
Killer Inside: The Mind of Aaron Hernandez,2020,2020,-,TV Show,TV-MA,True,-,Netflix
MindGamers,2017,2020,"Action,Sci-Fi,Thriller",Movie,R,False,3.8,-
Saving Zoë,2019,2020,Drama,Movie,R,False,4.9,-
The Brave,2019,2020,"Drama,Short",Movie,TV-MA,False,7.7,-
Where the Money Is,2000,2020,"Action,Crime,Drama",Movie,PG-13,False,7.3,-
Abducted in Plain Sight,2017,2019,"Crime,Documentary",Movie,TV-14,False,6.8,-
"Abdullah, The Final Witness",2016,2019,-,Movie,TV-14,False,-,-
Adhugo,2018,2019,Drama,Movie,TV-14,False,6.1,-
Chupan Chupai,2017,2019,"Comedy,Drama,Family",Movie,TV-14,False,9.2,-
Deadly Switch,2019,2019,"Mystery,Thriller",Movie,TV-PG,False,4.5,-
Echcharikkai,2018,2019,-,Movie,TV-14,False,-,-
La Rosa de Guadalupe,2010,2019,-,TV Show,TV-PG,False,-,Netflix
La Viuda Negra,2016,2019,Crime,TV Show,TV-14,False,7.1,-
Lavender,2002,2019,"Drama,Romance",TV Show,TV-14,False,6.0,-
Only Mine,2018,2019,"Drama,Thriller",Movie,TV-14,False,4.6,-
Pandigai,2017,2019,"Action,Thriller",Movie,TV-14,False,6.6,-
Pari,2018,2019,Horror,Movie,TV-14,False,4.5,-
Revenger,2018,2019,"Action,Crime,Thriller",Movie,TV-MA,True,5.7,-
Sebastian Maniscalco: Stay Hungry,2019,2019,Comedy,Movie,TV-MA,False,7.1,-
The Devil We Know,2018,2019,\N,Movie,TV-14,False,7.8,-
The Doll,2016,2019,Horror,Movie,TV-MA,False,5.5,-
The Doll 2,2017,2019,"Horror,Thriller",Movie,TV-MA,False,5.3,-
A Boy Called Po,2016,2018,"Drama,Fantasy",Movie,PG,False,6.9,-
Alibaba Aur 40 Chor,1980,2018,"Action,Adventure,Drama",Movie,TV-PG,False,4.6,-
Down The Fence,2017,2018,-,Movie,TV-PG,False,-,-
Face 2 Face,2017,2018,Drama,Movie,TV-MA,False,6.9,-
Manolo: The Boy Who Made Shoes for Lizards,2017,2018,"Biography,Documentary,Drama",Movie,TV-MA,False,6.4,-
One More Shot,2017,2018,Documentary,Movie,TV-MA,False,8.9,-
Operation Chromite,2016,2018,-,Movie,NR,False,-,-
Phir Se,2015,2018,-,Movie,TV-14,False,-,-
Pyar Ke Do Pal,1986,2018,-,Movie,TV-PG,False,-,-
Rip Tide,2017,2018,Family,Movie,TV-Y7,False,5.5,-
Thong Dee Fun Khao,2017,2018,Action,Movie,TV-MA,False,5.5,-
Unrest,2017,2018,Drama,Movie,TV-14,False,6.4,-
Urvi,2017,2018,"Crime,Drama,Thriller",Movie,TV-MA,False,7.0,-
Berlin Calling,2008,2017,"Biography,Documentary,Drama",Movie,NR,False,7.3,-
Harry and Snowman,2015,2017,-,Movie,TV-PG,False,-,-
Hostage to the Devil,2016,2017,"Biography,Documentary,History",Movie,TV-14,False,5.8,-
Max Rose,2013,2017,Drama,Movie,TV-14,False,6.2,-
Sarajevo,2014,2017,"Drama,History,War",Movie,NR,False,6.8,-
Stereo,2014,2017,"Crime,Drama",Movie,TV-MA,False,7.1,-
Teenage Cocktail,2016,2017,"Drama,Thriller",Movie,TV-MA,False,5.8,-
The Similars,2015,2017,-,Movie,NR,False,-,-
"Twisted Trunk, Big Fat Body",2015,2017,-,Movie,TV-14,False,-,-
We Are Young. We Are Strong.,2014,2017,-,Movie,NR,False,-,-
Ip Man,2008,2016,Action,Movie,R,False,6.5,-
Ip Man 2,2010,2016,-,Movie,R,False,-,-
Kipo and the Age of Wonderbeasts,2020,2020,-,TV Show,TV-Y7-FV,False,-,Netflix
Leslie Jones: Time Machine,2020,2020,-,Movie,TV-MA,False,-,-
The Master,2012,2020,"Action,Adventure,Animation",Movie,R,False,9.1,-
Women of Mafia 2,2019,2020,-,Movie,TV-MA,False,-,-
Invisible Essence: The Little Prince,2018,2019,Documentary,Movie,TV-PG,False,7.6,-
La Grande Chaumière Violette,2016,2019,-,TV Show,TV-14,False,-,-
Camp X-Ray,2014,2017,"Drama,War",Movie,R,False,6.9,-
Estar o no estar,2016,2017,"Drama,Romance",Movie,TV-14,False,5.1,-
Little Sister,2016,2017,Drama,Movie,NR,False,7.3,-
The River Thief,2016,2017,"Action,Adventure,Crime",Movie,NR,False,5.4,-
The Healing Powers of Dude,2020,2020,-,TV Show,TV-G,True,-,Netflix
The Last Face,2016,2020,Drama,Movie,R,False,4.8,-
13 Sins,2014,2019,"Horror,Thriller",Movie,R,False,6.3,-
Baazaar,2018,2019,"Crime,Drama,Thriller",Movie,TV-14,False,6.6,-
The Fighter,2010,2019,Action,Movie,R,False,4.4,-
Aquarius,2016,2017,Drama,Movie,UR,False,7.5,Netflix
Casablancas: The Man Who Loved Women,2016,2017,-,Movie,TV-14,False,-,-
Clinical,2017,2017,"Horror,Thriller",Movie,TV-MA,True,5.1,-
Historia de un clan,2015,2017,"Biography,Crime,Drama",TV Show,TV-MA,False,7.7,-
Betty White: First Lady of Television,2018,2020,Documentary,Movie,TV-14,False,8.1,-
Made in China,2019,2020,"Comedy,Drama",Movie,TV-MA,False,5.7,-
Becoming Jane,2007,2019,"Biography,Drama,Romance",Movie,PG-13,False,7.1,-
He's Out There,2018,2019,"Crime,Documentary,Thriller",Movie,R,False,7.7,-
Milada,2017,2018,"Biography,Drama,History",Movie,TV-MA,False,6.1,-
The Man Who Would Be Polka King,2009,2018,"Crime,Documentary,Music",Movie,TV-14,False,6.2,-
The Polka King,2018,2018,"Biography,Comedy,Drama",Movie,TV-14,True,5.9,-
The Reservoir Game,2017,2018,Documentary,Movie,TV-MA,False,6.0,-
Tom Segura: Disgraceful,2018,2018,"Comedy,Documentary",Movie,TV-MA,False,7.6,-
Little Men,2016,2017,Drama,Movie,PG,False,6.7,Prime
Very Big Shot,2015,2017,-,Movie,TV-MA,False,-,-
Zoom,2006,2020,Horror,Movie,PG,False,5.5,-
All of You,2017,2019,"Drama,Romance",Movie,TV-14,False,5.0,-
Back with the Ex,2018,2019,-,TV Show,TV-MA,False,-,Netflix
ReMastered: Massacre at the Stadium,2019,2019,"Documentary,Drama",Movie,TV-MA,True,7.4,-
Sex Education,2019,2019,"Comedy,Drama",TV Show,TV-MA,True,8.3,Netflix
Solo,2018,2019,"Music,Mystery,Short",Movie,TV-MA,True,6.3,-
The Last Laugh,2019,2019,Comedy,Movie,TV-MA,True,5.6,-
Dayveon,2017,2018,Drama,Movie,TV-MA,False,6.3,-
AJ and the Queen,2020,2020,-,TV Show,TV-14,True,-,Netflix
Giri / Haji,2019,2020,-,TV Show,TV-MA,False,-,-
Jamtara - Sabka Number Ayega,2020,2020,-,TV Show,TV-MA,True,-,Netflix
Medical Police,2020,2020,-,TV Show,TV-MA,True,-,Netflix
Monsters: Dark Continent,2014,2020,"Action,Drama,Horror",Movie,R,False,4.3,-
Set Up,2011,2020,Crime,Movie,R,False,5.3,-
Sniper: Special Ops,2016,2020,"Action,Drama,War",Movie,R,False,3.2,-
The Evil Dead,1981,2020,Horror,Movie,TV-MA,False,7.5,-
Until Dawn,2020,2020,Comedy,TV Show,TV-MA,True,7.7,-
Shaka Zulu,1986,2019,"Action,Biography,Drama",TV Show,TV-14,False,7.8,Netflix
When Heroes Fly,2018,2019,"Action,Drama",TV Show,TV-MA,False,7.3,Netflix
Alejandro Riaño: Especial de stand up,2018,2018,-,Movie,TV-MA,False,-,-
In The Deep,2017,2018,-,Movie,PG-13,False,-,-
On Yoga The Architecture of Peace,2017,2018,-,Movie,TV-14,False,-,-
Jim Gaffigan: Cinco,2017,2017,Comedy,Movie,TV-14,False,7.0,-
We're Lalaloopsy,2017,2017,Animation,TV Show,TV-Y,False,4.6,-
21,2008,2020,Horror,Movie,PG-13,False,7.2,-
A Cinderella Story,2004,2020,"Comedy,Crime,Drama",Movie,PG,False,7.9,-
Alpha and Omega: The Legend of the Saw Tooth Cave,2014,2020,-,Movie,TV-Y7,False,-,-
American Beauty,1999,2020,Comedy,Movie,R,False,5.5,-
Arthur Christmas,2011,2020,"Adventure,Animation,Comedy",Movie,PG,False,7.1,-
Aruna & Her Palate,2018,2020,-,Movie,TV-PG,False,-,-
As Good as It Gets,1997,2020,Romance,Movie,PG-13,False,7.5,-
Bad Grandpa .5,2014,2020,Comedy,Movie,TV-MA,False,6.3,-
Because This Is My First Life,2017,2020,-,TV Show,TV-14,False,-,-
Breaking the Bank,2014,2020,Reality-TV,Movie,TV-14,False,7.0,-
Catch Me If You Can,2002,2020,"Comedy,Crime,Drama",Movie,PG-13,False,8.4,-
Cells at Work!,2018,2020,-,TV Show,TV-14,False,-,Netflix
Center Stage,2000,2020,Drama,Movie,PG-13,False,6.6,-
Charlie and the Chocolate Factory,2005,2020,"Documentary,Short",Movie,PG,False,8.3,-
Chasing Amy,1997,2020,"Comedy,Crime",Movie,R,False,8.0,-
Chhota Bheem Kung Fu Dhamaka Series,2019,2020,-,TV Show,TV-Y7,False,-,-
Chitty Chitty Bang Bang,1968,2020,"Comedy,Crime,Drama",Movie,G,False,7.8,-
Chloe,2009,2020,"Adventure,Animation,Comedy",Movie,R,False,8.0,-
City of God,2002,2020,Drama,Movie,R,False,7.1,-
Click,2006,2020,"Fantasy,Horror,Short",Movie,PG-13,False,6.5,-
Cloverfield,2008,2020,Talk-Show,Movie,PG-13,False,7.8,-
Coach Carter,2005,2020,"Biography,Drama,Sport",Movie,PG-13,False,7.3,-
Dinner for Schmucks,2010,2020,Comedy,Movie,PG-13,False,5.9,-
Donnie Brasco,1997,2020,Documentary,Movie,R,False,8.4,-
Dragonheart,1996,2020,Comedy,Movie,PG-13,False,7.7,-
Dragonheart 3: The Sorcerer,2015,2020,-,Movie,PG-13,False,-,-
Dragonheart: A New Beginning,2000,2020,"Action,Adventure,Comedy",Movie,PG,False,4.5,-
Event Horizon,1997,2020,"Action,Adventure,Drama",Movie,R,False,7.7,-
Fall Girls,2019,2020,Comedy,Movie,TV-14,False,4.1,-
Final Destination,2000,2020,Documentary,Movie,R,False,6.2,-
Final Destination 2,2003,2020,"Horror,Thriller",Movie,R,False,6.2,-
